,investment title,surrounding sentence,ontology attribute,similar pair,Sorensen
933,Target Date Funds,typically the fund shift over time from a mix with a lot of stock investment in the beginning to a mix weight more toward bond,time,over time,0.6666666666666666
934,Target Date Funds,typically the fund shift over time from a mix with a lot of stock investment in the beginning to a mix weight more toward bond,time,time from,0.6666666666666666
935,Target Date Funds,typically the fund shift over time from a mix with a lot of stock investment in the beginning to a mix weight more toward bond,time,shift over time,0.5
936,Target Date Funds,typically the fund shift over time from a mix with a lot of stock investment in the beginning to a mix weight more toward bond,time,over time from,0.5
937,Target Date Funds,typically the fund shift over time from a mix with a lot of stock investment in the beginning to a mix weight more toward bond,time,time from a,0.5
938,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",or such a fund may seek exposure to security base on factor like financial strength or environmental social and governance concern,factor affect return,factor,0.5
939,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",the custom- build index for these fund often use factor to select the fund 's investment,factor affect return,factor,0.5
940,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",a factor be a characteristic or feature that be believe to cause certain type of security to outperform or underperform the market as a whole,factor affect return,factor,0.5
941,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",example of common factor be value dividend or quality,factor affect return,factor,0.5
942,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",the custom- build index for these fund use environmental social and governance factor to select the fund 's investment,factor affect return,factor,0.5
943,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",these factor be subjective and could include concern like avoid the use of toxic chemical environmental use certain approach to executive compensation governance or achieve diversity on the board social,factor affect return,factor,0.5
944,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",take time to understand how the index be construct,time,time,1.0
945,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",take time to understand how the index be construct,time,take time,0.6666666666666666
946,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",take time to understand how the index be construct,time,time to,0.6666666666666666
947,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",take time to understand how the index be construct,time,take time to,0.5
948,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",take time to understand how the index be construct,time,time to understand,0.5
949,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",for example a smart beta index may only use one factor or it may use multiple factor,factor affect return,factor,0.5
950,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",for example a smart beta index may only use one factor or it may use multiple factor,factor affect return,factor,0.5
951,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",or esg fund may weight environmental social and governance factor differently,factor affect return,factor,0.5
952,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",non-traditional index fund have unique characteristic and risk,risk,risk,1.0
953,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",non-traditional index fund have unique characteristic and risk,risk,and risk,0.6666666666666666
954,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",non-traditional index fund have unique characteristic and risk,risk,characteristic and risk,0.5
955,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",take time to make sure a fund be a good fit for you by consider such thing as correlation to market,time,time,1.0
956,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",take time to make sure a fund be a good fit for you by consider such thing as correlation to market,time,take time,0.6666666666666666
957,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",take time to make sure a fund be a good fit for you by consider such thing as correlation to market,time,time to,0.6666666666666666
958,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",take time to make sure a fund be a good fit for you by consider such thing as correlation to market,time,take time to,0.5
959,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",take time to make sure a fund be a good fit for you by consider such thing as correlation to market,time,time to make,0.5
960,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",depend on they characteristic the other fund may help smooth out volatility and decrease risk,risk,risk,1.0
961,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",depend on they characteristic the other fund may help smooth out volatility and decrease risk,risk,decrease risk,0.6666666666666666
962,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",depend on they characteristic the other fund may help smooth out volatility and decrease risk,risk,and decrease risk,0.5
963,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",return,expect return,return,0.6666666666666666
964,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",return,factor affect return,return,0.5
965,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",diversification,portfolio diversification,diversification,0.6666666666666666
966,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",these fund can be use to help create a diversify portfolio,portfolio diversification,portfolio,0.6666666666666666
967,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",these fund can be use to help create a diversify portfolio,portfolio diversification,diversify portfolio,0.5
968,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",but to ensure a fund add diversity to you portfolio you should understand how the index be construct,portfolio diversification,portfolio,0.6666666666666666
969,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",but to ensure a fund add diversity to you portfolio you should understand how the index be construct,portfolio diversification,you portfolio,0.5
970,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",but to ensure a fund add diversity to you portfolio you should understand how the index be construct,portfolio diversification,portfolio you,0.5
971,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",or index could give more weight to certain security than you might expect,expect return,expect,0.6666666666666666
972,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",or index could give more weight to certain security than you might expect,expect return,might expect,0.5
973,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",these product may be difficult to understand because they method for attempt to achieve return may not be straightforward,expect return,return,0.6666666666666666
974,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",these product may be difficult to understand because they method for attempt to achieve return may not be straightforward,expect return,achieve return,0.5
975,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",these product may be difficult to understand because they method for attempt to achieve return may not be straightforward,expect return,return may,0.5
976,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",these product may be difficult to understand because they method for attempt to achieve return may not be straightforward,factor affect return,return,0.5
977,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",fee and expense reduce the value of you investment return,expect return,return,0.6666666666666666
978,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",fee and expense reduce the value of you investment return,expect return,investment return,0.5
979,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",fee and expense reduce the value of you investment return,factor affect return,return,0.5
980,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",if the holding of two fund have identical performance the fund with the lower cost generally will generate higher return for you,expect return,return,0.6666666666666666
981,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",if the holding of two fund have identical performance the fund with the lower cost generally will generate higher return for you,expect return,higher return,0.5
982,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",if the holding of two fund have identical performance the fund with the lower cost generally will generate higher return for you,expect return,return for,0.5
983,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",if the holding of two fund have identical performance the fund with the lower cost generally will generate higher return for you,factor affect return,return,0.5
984,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",for more information see we update investor bulletin how fee and expense affect you investment portfolio,factor affect return,affect,0.5
985,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",for more information see we update investor bulletin how fee and expense affect you investment portfolio,portfolio diversification,portfolio,0.6666666666666666
986,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",for more information see we update investor bulletin how fee and expense affect you investment portfolio,portfolio diversification,investment portfolio,0.5
987,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",in addition fund disclose they portfolio holding quarterly in form N q and shareholder report,form financing,form,0.6666666666666666
988,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",in addition fund disclose they portfolio holding quarterly in form N q and shareholder report,form financing,in form,0.5
989,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",in addition fund disclose they portfolio holding quarterly in form N q and shareholder report,form financing,form N,0.5
990,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",in addition fund disclose they portfolio holding quarterly in form N q and shareholder report,portfolio diversification,portfolio,0.6666666666666666
991,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",in addition fund disclose they portfolio holding quarterly in form N q and shareholder report,portfolio diversification,they portfolio,0.5
992,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",in addition fund disclose they portfolio holding quarterly in form N q and shareholder report,portfolio diversification,portfolio holding,0.5
993,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",what fee and expense can I expect to pay for buy own and sell this fund,expect return,expect,0.6666666666666666
994,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",what fee and expense can I expect to pay for buy own and sell this fund,expect return,I expect,0.5
995,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",what fee and expense can I expect to pay for buy own and sell this fund,expect return,expect to,0.5
996,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",what specific risk be associate with this fund,risk,risk,1.0
997,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",what specific risk be associate with this fund,risk,specific risk,0.6666666666666666
998,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",what specific risk be associate with this fund,risk,risk be,0.6666666666666666
999,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",what specific risk be associate with this fund,risk,what specific risk,0.5
1000,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",what specific risk be associate with this fund,risk,specific risk be,0.5
1001,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",what specific risk be associate with this fund,risk,risk be associate,0.5
1002,Real Estate Investment Trusts (REITs),instead a REIT busy and develop property primarily to operate they as part of its own investment portfolio,portfolio diversification,portfolio,0.6666666666666666
1003,Real Estate Investment Trusts (REITs),instead a REIT busy and develop property primarily to operate they as part of its own investment portfolio,portfolio diversification,investment portfolio,0.5
1004,Real Estate Investment Trusts (REITs),before invest in a REIT you should understand whether or not it be publicly trade and how this could affect the benefit and risk to you,factor affect return,affect,0.5
1005,Real Estate Investment Trusts (REITs),before invest in a REIT you should understand whether or not it be publicly trade and how this could affect the benefit and risk to you,risk,risk,1.0
1006,Real Estate Investment Trusts (REITs),before invest in a REIT you should understand whether or not it be publicly trade and how this could affect the benefit and risk to you,risk,and risk,0.6666666666666666
1007,Real Estate Investment Trusts (REITs),before invest in a REIT you should understand whether or not it be publicly trade and how this could affect the benefit and risk to you,risk,risk to,0.6666666666666666
1008,Real Estate Investment Trusts (REITs),before invest in a REIT you should understand whether or not it be publicly trade and how this could affect the benefit and risk to you,risk,benefit and risk,0.5
1009,Real Estate Investment Trusts (REITs),before invest in a REIT you should understand whether or not it be publicly trade and how this could affect the benefit and risk to you,risk,and risk to,0.5
1010,Real Estate Investment Trusts (REITs),before invest in a REIT you should understand whether or not it be publicly trade and how this could affect the benefit and risk to you,risk,risk to you,0.5
1011,Real Estate Investment Trusts (REITs),what be the benefit and risk of reit,risk,risk,1.0
1012,Real Estate Investment Trusts (REITs),what be the benefit and risk of reit,risk,and risk,0.6666666666666666
1013,Real Estate Investment Trusts (REITs),what be the benefit and risk of reit,risk,risk of,0.6666666666666666
1014,Real Estate Investment Trusts (REITs),what be the benefit and risk of reit,risk,benefit and risk,0.5
1015,Real Estate Investment Trusts (REITs),what be the benefit and risk of reit,risk,and risk of,0.5
1016,Real Estate Investment Trusts (REITs),what be the benefit and risk of reit,risk,risk of reit,0.5
1017,Real Estate Investment Trusts (REITs),reit offer a way to include real estate in one 's investment portfolio,portfolio diversification,portfolio,0.6666666666666666
1018,Real Estate Investment Trusts (REITs),reit offer a way to include real estate in one 's investment portfolio,portfolio diversification,investment portfolio,0.5
1019,Real Estate Investment Trusts (REITs),but there be some risk especially with non-exchange trade reit,risk,risk,1.0
1020,Real Estate Investment Trusts (REITs),but there be some risk especially with non-exchange trade reit,risk,some risk,0.6666666666666666
1021,Real Estate Investment Trusts (REITs),but there be some risk especially with non-exchange trade reit,risk,risk especially,0.6666666666666666
1022,Real Estate Investment Trusts (REITs),but there be some risk especially with non-exchange trade reit,risk,be some risk,0.5
1023,Real Estate Investment Trusts (REITs),but there be some risk especially with non-exchange trade reit,risk,some risk especially,0.5
1024,Real Estate Investment Trusts (REITs),but there be some risk especially with non-exchange trade reit,risk,risk especially with,0.5
1025,Real Estate Investment Trusts (REITs),because they do not trade on a stock exchange non -trade reit involve special risk,risk,risk,1.0
1026,Real Estate Investment Trusts (REITs),because they do not trade on a stock exchange non -trade reit involve special risk,risk,special risk,0.6666666666666666
1027,Real Estate Investment Trusts (REITs),because they do not trade on a stock exchange non -trade reit involve special risk,risk,involve special risk,0.5
1028,Real Estate Investment Trusts (REITs),as a result for a significant time period you may be unable to assess the value of you non -trade reit investment and its volatility,time,time,1.0
1029,Real Estate Investment Trusts (REITs),as a result for a significant time period you may be unable to assess the value of you non -trade reit investment and its volatility,time,significant time,0.6666666666666666
1030,Real Estate Investment Trusts (REITs),as a result for a significant time period you may be unable to assess the value of you non -trade reit investment and its volatility,time,time period,0.6666666666666666
1031,Real Estate Investment Trusts (REITs),as a result for a significant time period you may be unable to assess the value of you non -trade reit investment and its volatility,time,a significant time,0.5
1032,Real Estate Investment Trusts (REITs),as a result for a significant time period you may be unable to assess the value of you non -trade reit investment and its volatility,time,significant time period,0.5
1033,Real Estate Investment Trusts (REITs),as a result for a significant time period you may be unable to assess the value of you non -trade reit investment and its volatility,time,time period you,0.5
1034,Structured Notes with Principal Protection,while these product often have reassuring name that include some variant of principal protection capital guarantee absolute return minimum return or similar term they be not risk free,expect return,return,0.6666666666666666
1035,Structured Notes with Principal Protection,while these product often have reassuring name that include some variant of principal protection capital guarantee absolute return minimum return or similar term they be not risk free,expect return,return,0.6666666666666666
1036,Structured Notes with Principal Protection,while these product often have reassuring name that include some variant of principal protection capital guarantee absolute return minimum return or similar term they be not risk free,expect return,absolute return,0.5
1037,Structured Notes with Principal Protection,while these product often have reassuring name that include some variant of principal protection capital guarantee absolute return minimum return or similar term they be not risk free,expect return,return minimum,0.5
1038,Structured Notes with Principal Protection,while these product often have reassuring name that include some variant of principal protection capital guarantee absolute return minimum return or similar term they be not risk free,expect return,minimum return,0.5
1039,Structured Notes with Principal Protection,while these product often have reassuring name that include some variant of principal protection capital guarantee absolute return minimum return or similar term they be not risk free,expect return,return or,0.5
1040,Structured Notes with Principal Protection,while these product often have reassuring name that include some variant of principal protection capital guarantee absolute return minimum return or similar term they be not risk free,factor affect return,return,0.5
1041,Structured Notes with Principal Protection,while these product often have reassuring name that include some variant of principal protection capital guarantee absolute return minimum return or similar term they be not risk free,factor affect return,return,0.5
1042,Structured Notes with Principal Protection,while these product often have reassuring name that include some variant of principal protection capital guarantee absolute return minimum return or similar term they be not risk free,risk,risk,1.0
1043,Structured Notes with Principal Protection,while these product often have reassuring name that include some variant of principal protection capital guarantee absolute return minimum return or similar term they be not risk free,risk,not risk,0.6666666666666666
1044,Structured Notes with Principal Protection,while these product often have reassuring name that include some variant of principal protection capital guarantee absolute return minimum return or similar term they be not risk free,risk,risk free,0.6666666666666666
1045,Structured Notes with Principal Protection,while these product often have reassuring name that include some variant of principal protection capital guarantee absolute return minimum return or similar term they be not risk free,risk,be not risk,0.5
1046,Structured Notes with Principal Protection,while these product often have reassuring name that include some variant of principal protection capital guarantee absolute return minimum return or similar term they be not risk free,risk,not risk free,0.5
1047,Structured Notes with Principal Protection,how do structured Notes with principal Protection calculate the return on my investment,expect return,return,0.6666666666666666
1048,Structured Notes with Principal Protection,how do structured Notes with principal Protection calculate the return on my investment,expect return,the return,0.5
1049,Structured Notes with Principal Protection,how do structured Notes with principal Protection calculate the return on my investment,expect return,return on,0.5
1050,Structured Notes with Principal Protection,how do structured Notes with principal Protection calculate the return on my investment,factor affect return,return,0.5
1051,Hedge Funds,hedge fund pool money from investor and invest in security or other type of investment with the goal of get positive return,expect return,return,0.6666666666666666
1052,Hedge Funds,hedge fund pool money from investor and invest in security or other type of investment with the goal of get positive return,expect return,positive return,0.5
1053,Hedge Funds,hedge fund pool money from investor and invest in security or other type of investment with the goal of get positive return,factor affect return,return,0.5
1054,Hedge Funds,hedge fund be not regulate as heavily as mutual fund and generally have more leeway than mutual fund to pursue investment and strategy that may increase the risk of investment loss,risk,risk,1.0
1055,Hedge Funds,hedge fund be not regulate as heavily as mutual fund and generally have more leeway than mutual fund to pursue investment and strategy that may increase the risk of investment loss,risk,the risk,0.6666666666666666
1056,Hedge Funds,hedge fund be not regulate as heavily as mutual fund and generally have more leeway than mutual fund to pursue investment and strategy that may increase the risk of investment loss,risk,risk of,0.6666666666666666
1057,Hedge Funds,hedge fund be not regulate as heavily as mutual fund and generally have more leeway than mutual fund to pursue investment and strategy that may increase the risk of investment loss,risk,increase the risk,0.5
1058,Hedge Funds,hedge fund be not regulate as heavily as mutual fund and generally have more leeway than mutual fund to pursue investment and strategy that may increase the risk of investment loss,risk,the risk of,0.5
1059,Hedge Funds,hedge fund be not regulate as heavily as mutual fund and generally have more leeway than mutual fund to pursue investment and strategy that may increase the risk of investment loss,risk,risk of investment,0.5
1060,Hedge Funds,hedge fund be limit to wealthier investor who can afford the higher fee and risk of hedge fund investing and institutional investor include pension fund,risk,risk,1.0
1061,Hedge Funds,hedge fund be limit to wealthier investor who can afford the higher fee and risk of hedge fund investing and institutional investor include pension fund,risk,and risk,0.6666666666666666
1062,Hedge Funds,hedge fund be limit to wealthier investor who can afford the higher fee and risk of hedge fund investing and institutional investor include pension fund,risk,risk of,0.6666666666666666
1063,Hedge Funds,hedge fund be limit to wealthier investor who can afford the higher fee and risk of hedge fund investing and institutional investor include pension fund,risk,fee and risk,0.5
1064,Hedge Funds,hedge fund be limit to wealthier investor who can afford the higher fee and risk of hedge fund investing and institutional investor include pension fund,risk,and risk of,0.5
1065,Hedge Funds,hedge fund be limit to wealthier investor who can afford the higher fee and risk of hedge fund investing and institutional investor include pension fund,risk,risk of hedge,0.5
1066,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,risk,1.0
1067,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,risk,1.0
1068,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,risk,1.0
1069,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,of risk,0.6666666666666666
1070,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,risk involve,0.6666666666666666
1071,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,the risk,0.6666666666666666
1072,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,risk be,0.6666666666666666
1073,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,and risk,0.6666666666666666
1074,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,risk tolerance,0.6666666666666666
1075,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,level of risk,0.5
1076,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,of risk involve,0.5
1077,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,risk involve in,0.5
1078,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,that the risk,0.5
1079,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,the risk be,0.5
1080,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,risk be suitable,0.5
1081,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,horizon and risk,0.5
1082,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,and risk tolerance,0.5
1083,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,time,time,1.0
1084,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,time,goal time,0.6666666666666666
1085,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,time,time horizon,0.6666666666666666
1086,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,time,investing goal time,0.5
1087,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,time,goal time horizon,0.5
1088,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,time,time horizon and,0.5
1089,Hedge Funds,as with any investment the higher the potential return the higher the risk you must assume,expect return,return,0.6666666666666666
1090,Hedge Funds,as with any investment the higher the potential return the higher the risk you must assume,expect return,potential return,0.5
1091,Hedge Funds,as with any investment the higher the potential return the higher the risk you must assume,expect return,return the,0.5
1092,Hedge Funds,as with any investment the higher the potential return the higher the risk you must assume,factor affect return,return,0.5
1093,Hedge Funds,as with any investment the higher the potential return the higher the risk you must assume,risk,risk,1.0
1094,Hedge Funds,as with any investment the higher the potential return the higher the risk you must assume,risk,the risk,0.6666666666666666
1095,Hedge Funds,as with any investment the higher the potential return the higher the risk you must assume,risk,risk you,0.6666666666666666
1096,Hedge Funds,as with any investment the higher the potential return the higher the risk you must assume,risk,higher the risk,0.5
1097,Hedge Funds,as with any investment the higher the potential return the higher the risk you must assume,risk,the risk you,0.5
1098,Hedge Funds,as with any investment the higher the potential return the higher the risk you must assume,risk,risk you must,0.5
1099,Hedge Funds,fee impact you return on investment,expect return,return,0.6666666666666666
1100,Hedge Funds,fee impact you return on investment,expect return,you return,0.5
1101,Hedge Funds,fee impact you return on investment,expect return,return on,0.5
1102,Hedge Funds,fee impact you return on investment,factor affect return,return,0.5
1103,Hedge Funds,a performance fee could motivate a hedge fund manager to take greater risk in the hope of generate a larger return,expect return,return,0.6666666666666666
1104,Hedge Funds,a performance fee could motivate a hedge fund manager to take greater risk in the hope of generate a larger return,expect return,larger return,0.5
1105,Hedge Funds,a performance fee could motivate a hedge fund manager to take greater risk in the hope of generate a larger return,factor affect return,return,0.5
1106,Hedge Funds,a performance fee could motivate a hedge fund manager to take greater risk in the hope of generate a larger return,risk,risk,1.0
1107,Hedge Funds,a performance fee could motivate a hedge fund manager to take greater risk in the hope of generate a larger return,risk,greater risk,0.6666666666666666
1108,Hedge Funds,a performance fee could motivate a hedge fund manager to take greater risk in the hope of generate a larger return,risk,risk in,0.6666666666666666
1109,Hedge Funds,a performance fee could motivate a hedge fund manager to take greater risk in the hope of generate a larger return,risk,take greater risk,0.5
1110,Hedge Funds,a performance fee could motivate a hedge fund manager to take greater risk in the hope of generate a larger return,risk,greater risk in,0.5
1111,Hedge Funds,a performance fee could motivate a hedge fund manager to take greater risk in the hope of generate a larger return,risk,risk in the,0.5
1112,Hedge Funds,hedge fund typically limit opportunity to redeem or cash in you share to four time a year or less and often impose a lock up period of one year or more during which you can not cash in you share,time,time,1.0
1113,Hedge Funds,hedge fund typically limit opportunity to redeem or cash in you share to four time a year or less and often impose a lock up period of one year or more during which you can not cash in you share,time,four time,0.6666666666666666
1114,Hedge Funds,hedge fund typically limit opportunity to redeem or cash in you share to four time a year or less and often impose a lock up period of one year or more during which you can not cash in you share,time,time a,0.6666666666666666
1115,Hedge Funds,hedge fund typically limit opportunity to redeem or cash in you share to four time a year or less and often impose a lock up period of one year or more during which you can not cash in you share,time,to four time,0.5
1116,Hedge Funds,hedge fund typically limit opportunity to redeem or cash in you share to four time a year or less and often impose a lock up period of one year or more during which you can not cash in you share,time,four time a,0.5
1117,Hedge Funds,hedge fund typically limit opportunity to redeem or cash in you share to four time a year or less and often impose a lock up period of one year or more during which you can not cash in you share,time,time a year,0.5
1118,Hedge Funds,you can get this information by review the adviser 's form adv which be the investment adviser 's registration form,form financing,form,0.6666666666666666
1119,Hedge Funds,you can get this information by review the adviser 's form adv which be the investment adviser 's registration form,form financing,form,0.6666666666666666
1120,Hedge Funds,you can get this information by review the adviser 's form adv which be the investment adviser 's registration form,form financing,'s form,0.5
1121,Hedge Funds,you can get this information by review the adviser 's form adv which be the investment adviser 's registration form,form financing,form adv,0.5
1122,Hedge Funds,you can get this information by review the adviser 's form adv which be the investment adviser 's registration form,form financing,registration form,0.5
1123,Hedge Funds,you can search for and view a firm 's form adv use the SEC 's investment adviser Public disclosure iapd website,form financing,form,0.6666666666666666
1124,Hedge Funds,you can search for and view a firm 's form adv use the SEC 's investment adviser Public disclosure iapd website,form financing,'s form,0.5
1125,Hedge Funds,you can search for and view a firm 's form adv use the SEC 's investment adviser Public disclosure iapd website,form financing,form adv,0.5
1126,Hedge Funds,in addition you may wish to read FINRA 's investor alert which describe some of the risk of invest in fund of hedge fund,risk,risk,1.0
1127,Hedge Funds,in addition you may wish to read FINRA 's investor alert which describe some of the risk of invest in fund of hedge fund,risk,the risk,0.6666666666666666
1128,Hedge Funds,in addition you may wish to read FINRA 's investor alert which describe some of the risk of invest in fund of hedge fund,risk,risk of,0.6666666666666666
1129,Hedge Funds,in addition you may wish to read FINRA 's investor alert which describe some of the risk of invest in fund of hedge fund,risk,of the risk,0.5
1130,Hedge Funds,in addition you may wish to read FINRA 's investor alert which describe some of the risk of invest in fund of hedge fund,risk,the risk of,0.5
1131,Hedge Funds,in addition you may wish to read FINRA 's investor alert which describe some of the risk of invest in fund of hedge fund,risk,risk of invest,0.5
1132,Hedge Funds,additional information investor bulletin hedge fund use iapd investor bulletin form adv investment adviser brochure and brochure supplement,form financing,form,0.6666666666666666
1133,Hedge Funds,additional information investor bulletin hedge fund use iapd investor bulletin form adv investment adviser brochure and brochure supplement,form financing,bulletin form,0.5
1134,Hedge Funds,additional information investor bulletin hedge fund use iapd investor bulletin form adv investment adviser brochure and brochure supplement,form financing,form adv,0.5
1135,Stocks,what be the benefit and risk of stock,risk,risk,1.0
1136,Stocks,what be the benefit and risk of stock,risk,and risk,0.6666666666666666
1137,Stocks,what be the benefit and risk of stock,risk,risk of,0.6666666666666666
1138,Stocks,what be the benefit and risk of stock,risk,benefit and risk,0.5
1139,Stocks,what be the benefit and risk of stock,risk,and risk of,0.5
1140,Stocks,what be the benefit and risk of stock,risk,risk of stock,0.5
1141,Stocks,what be the benefit and risk of stock,risk,risk,1.0
1142,Stocks,what be the benefit and risk of stock,risk,and risk,0.6666666666666666
1143,Stocks,what be the benefit and risk of stock,risk,risk of,0.6666666666666666
1144,Stocks,what be the benefit and risk of stock,risk,benefit and risk,0.5
1145,Stocks,what be the benefit and risk of stock,risk,and risk of,0.5
1146,Stocks,what be the benefit and risk of stock,risk,risk of stock,0.5
1147,Stocks,investor willing to stick with stock over long period of time say 15 year generally have be reward with strong positive return,expect return,return,0.6666666666666666
1148,Stocks,investor willing to stick with stock over long period of time say 15 year generally have be reward with strong positive return,expect return,positive return,0.5
1149,Stocks,investor willing to stick with stock over long period of time say 15 year generally have be reward with strong positive return,factor affect return,return,0.5
1150,Stocks,investor willing to stick with stock over long period of time say 15 year generally have be reward with strong positive return,time,time,1.0
