,investment title,surrounding sentence,ontology attribute,similar pair,RatcliffObershelp
1168,Mutual Funds,mutual fund share be redeemable mean investor can sell the share back to the fund at any time,time,any time,0.6666666666666666
1169,Mutual Funds,the prospectus contain information about the mutual fund 's investment objective risk performance and expense,risk,risk,1.0
1170,Mutual Funds,a fund with high cost must perform better than a low cost fund to generate the same return for you,expect return,return,0.631578947368421
1171,Mutual Funds,a fund with high cost must perform better than a low cost fund to generate the same return for you,expect return,same return,0.6666666666666666
1172,Mutual Funds,a fund with high cost must perform better than a low cost fund to generate the same return for you,expect return,the same return,0.6428571428571429
1173,Mutual Funds,even small difference in fee can mean large difference in return over time,expect return,return,0.631578947368421
1174,Mutual Funds,even small difference in fee can mean large difference in return over time,expect return,in return,0.6363636363636364
1175,Mutual Funds,even small difference in fee can mean large difference in return over time,expect return,difference in return,0.6060606060606061
1176,Mutual Funds,even small difference in fee can mean large difference in return over time,factor affect return,large difference in return,0.6086956521739131
1177,Mutual Funds,even small difference in fee can mean large difference in return over time,time,time,1.0
1178,Mutual Funds,even small difference in fee can mean large difference in return over time,time,over time,0.6153846153846154
1179,Mutual Funds,"for example if you invest $ 10,000 in a fund with a 10 % annual return and annual operating expense of 1.5 % after 20 year you would have roughly $ 49,725",expect return,return,0.631578947368421
1180,Mutual Funds,it take only minute to use a mutual fund cost calculator to compute how the cost of different mutual fund add up over time and eat into you return,expect return,return,0.631578947368421
1181,Mutual Funds,it take only minute to use a mutual fund cost calculator to compute how the cost of different mutual fund add up over time and eat into you return,expect return,you return,0.6086956521739131
1182,Mutual Funds,it take only minute to use a mutual fund cost calculator to compute how the cost of different mutual fund add up over time and eat into you return,time,time,1.0
1183,Mutual Funds,it take only minute to use a mutual fund cost calculator to compute how the cost of different mutual fund add up over time and eat into you return,time,over time,0.6153846153846154
1184,Mutual Funds,it take only minute to use a mutual fund cost calculator to compute how the cost of different mutual fund add up over time and eat into you return,time,time and,0.6666666666666666
1185,Target Date Funds,a number of company offer target date retirement fund sometimes refer to as target date fund or lifecycle fund,time,sometimes,0.6153846153846154
1186,Target Date Funds,over time the mix gradually shift accord to the fund 's investment strategy,time,time,1.0
1187,Target Date Funds,over time the mix gradually shift accord to the fund 's investment strategy,time,over time,0.6153846153846154
1188,Target Date Funds,over time the mix gradually shift accord to the fund 's investment strategy,time,time the,0.6666666666666666
1189,Target Date Funds,for example you might see fund with name like Portfolio 2030 Retirement Fund 2030 or target 2030 that be design for individual who intend to retire in or near the year 2030,time,retire,0.6
1190,Target Date Funds,typically the fund shift over time from a mix with a lot of stock investment in the beginning to a mix weight more toward bond,time,time,1.0
1191,Target Date Funds,typically the fund shift over time from a mix with a lot of stock investment in the beginning to a mix weight more toward bond,time,over time,0.6153846153846154
1192,Target Date Funds,typically the fund shift over time from a mix with a lot of stock investment in the beginning to a mix weight more toward bond,time,time from,0.6153846153846154
1193,Target Date Funds,target date fund be often available through 401 k plan,availability,available,0.7619047619047619
1194,Target Date Funds,target date fund be often available through 401 k plan,availability,often available,0.5925925925925926
1195,Target Date Funds,target date fund be often available through 401 k plan,availability,available through,0.6206896551724138
1196,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",or such a fund may seek exposure to security base on factor like financial strength or environmental social and governance concern,form financing,financial,0.6086956521739131
1197,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",or such a fund may seek exposure to security base on factor like financial strength or environmental social and governance concern,form financing,factor like financial,0.6285714285714286
1198,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",or such a fund may seek exposure to security base on factor like financial strength or environmental social and governance concern,form financing,factor like financial strength,0.5909090909090909
1199,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",or such a fund may seek exposure to security base on factor like financial strength or environmental social and governance concern,regulatory environment,environmental,0.6285714285714286
1200,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",or such a fund may seek exposure to security base on factor like financial strength or environmental social and governance concern,regulatory environment,or environmental,0.7368421052631579
1201,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",or such a fund may seek exposure to security base on factor like financial strength or environmental social and governance concern,regulatory environment,strength or environmental,0.7659574468085106
1202,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",or such a fund may seek exposure to security base on factor like financial strength or environmental social and governance concern,regulatory environment,or environmental social,0.6222222222222222
1203,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",or such a fund may seek exposure to security base on factor like financial strength or environmental social and governance concern,regulatory environment,financial strength or environmental,0.631578947368421
1204,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",or such a fund may seek exposure to security base on factor like financial strength or environmental social and governance concern,regulatory environment,strength or environmental social,0.6666666666666666
1205,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",the custom- build index for these fund often use factor to select the fund 's investment,factor affect return,factor to select the,0.6
1206,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",the custom- build index for these fund use environmental social and governance factor to select the fund 's investment,factor affect return,factor to select the,0.6
1207,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",the custom- build index for these fund use environmental social and governance factor to select the fund 's investment,regulatory environment,environmental,0.6285714285714286
1208,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",the custom- build index for these fund use environmental social and governance factor to select the fund 's investment,regulatory environment,use environmental,0.6666666666666666
1209,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",the custom- build index for these fund use environmental social and governance factor to select the fund 's investment,regulatory environment,fund use environmental,0.5909090909090909
1210,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",these factor be subjective and could include concern like avoid the use of toxic chemical environmental use certain approach to executive compensation governance or achieve diversity on the board social,regulatory environment,environmental,0.6285714285714286
1211,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",these factor be subjective and could include concern like avoid the use of toxic chemical environmental use certain approach to executive compensation governance or achieve diversity on the board social,regulatory environment,chemical environmental,0.6363636363636364
1212,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",esg investing be sometimes refer to as socially responsible investing,time,sometimes,0.6153846153846154
1213,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",take time to understand how the index be construct,time,time,1.0
1214,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",take time to understand how the index be construct,time,take time,0.6153846153846154
1215,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",take time to understand how the index be construct,time,time to,0.7272727272727273
1216,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",or esg fund may weight environmental social and governance factor differently,factor affect return,factor differently,0.6842105263157895
1217,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",or esg fund may weight environmental social and governance factor differently,regulatory environment,environmental,0.6285714285714286
1218,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",or esg fund may weight environmental social and governance factor differently,regulatory environment,weight environmental,0.7142857142857143
1219,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",or esg fund may weight environmental social and governance factor differently,regulatory environment,may weight environmental,0.6521739130434783
1220,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",or esg fund may weight environmental social and governance factor differently,regulatory environment,weight environmental social,0.6122448979591837
1221,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",for example some esg fund may have strong governance policy but may not have the environmental or social impact you want to encourage through you investment in the fund,regulatory environment,environmental,0.6285714285714286
1222,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",for example some esg fund may have strong governance policy but may not have the environmental or social impact you want to encourage through you investment in the fund,regulatory environment,the environmental,0.6666666666666666
1223,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",for example some esg fund may have strong governance policy but may not have the environmental or social impact you want to encourage through you investment in the fund,regulatory environment,have the environmental,0.6363636363636364
1224,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",for example some esg fund may have strong governance policy but may not have the environmental or social impact you want to encourage through you investment in the fund,regulatory environment,the environmental or,0.6190476190476191
1225,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",for example some esg fund may have strong governance policy but may not have the environmental or social impact you want to encourage through you investment in the fund,regulatory environment,have the environmental or,0.5957446808510638
1226,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",non-traditional index fund have unique characteristic and risk,risk,risk,1.0
1227,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",non-traditional index fund have unique characteristic and risk,risk,and risk,0.6666666666666666
1228,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",take time to make sure a fund be a good fit for you by consider such thing as correlation to market,time,time,1.0
1229,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",take time to make sure a fund be a good fit for you by consider such thing as correlation to market,time,take time,0.6153846153846154
1230,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",take time to make sure a fund be a good fit for you by consider such thing as correlation to market,time,time to,0.7272727272727273
1231,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",depend on they characteristic the other fund may help smooth out volatility and decrease risk,availability,volatility,0.7272727272727273
1232,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",depend on they characteristic the other fund may help smooth out volatility and decrease risk,availability,out volatility,0.6153846153846154
1233,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",depend on they characteristic the other fund may help smooth out volatility and decrease risk,availability,volatility and,0.6153846153846154
1234,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",depend on they characteristic the other fund may help smooth out volatility and decrease risk,risk,risk,1.0
1235,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",return,expect return,return,0.631578947368421
1236,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",these fund may have some feature of active management include seek to outperform the market,time,active,0.6
1237,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",diversification,portfolio diversification,diversification,0.75
1238,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",or index could give more weight to certain security than you might expect,expect return,expect,0.631578947368421
1239,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",these product may be difficult to understand because they method for attempt to achieve return may not be straightforward,expect return,return,0.631578947368421
1240,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",these product may be difficult to understand because they method for attempt to achieve return may not be straightforward,expect return,achieve return,0.6666666666666666
1241,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",these product may be difficult to understand because they method for attempt to achieve return may not be straightforward,expect return,to achieve return,0.6
1242,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",fee and expense reduce the value of you investment return,expect return,return,0.631578947368421
1243,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",fee and expense reduce the value of you investment return,expect return,expense reduce,0.5925925925925926
1244,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",fee and expense reduce the value of you investment return,expect return,investment return,0.6666666666666666
1245,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",if the holding of two fund have identical performance the fund with the lower cost generally will generate higher return for you,expect return,return,0.631578947368421
1246,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",if the holding of two fund have identical performance the fund with the lower cost generally will generate higher return for you,expect return,higher return,0.6153846153846154
1247,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",before you invest before invest in any fund you should carefully read all of the fund 's available information,availability,available,0.7619047619047619
1248,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",before you invest before invest in any fund you should carefully read all of the fund 's available information,availability,'s available,0.6666666666666666
1249,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",in addition fund disclose they portfolio holding quarterly in form N q and shareholder report,portfolio diversification,portfolio holding,0.6190476190476191
1250,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",you can typically get this information from the fund 's website or you financial professional as well as on EDGAR,form financing,financial,0.6086956521739131
1251,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",you can typically get this information from the fund 's website or you financial professional as well as on EDGAR,form financing,you financial,0.6666666666666666
1252,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",you can typically get this information from the fund 's website or you financial professional as well as on EDGAR,form financing,or you financial,0.6666666666666666
1253,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",what fee and expense can I expect to pay for buy own and sell this fund,expect return,expect,0.631578947368421
1254,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",what fee and expense can I expect to pay for buy own and sell this fund,expect return,expect to,0.7272727272727273
1255,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",what fee and expense can I expect to pay for buy own and sell this fund,expect return,I expect to,0.6666666666666666
1256,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",what fee and expense can I expect to pay for buy own and sell this fund,expect return,expect to pay,0.6153846153846154
1257,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",what specific risk be associate with this fund,risk,risk,1.0
1258,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",what specific risk be associate with this fund,risk,risk be,0.7272727272727273
1259,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",additional information investor bulletin index fund question you should ask about you investment information available to investment company shareholder,availability,available,0.7619047619047619
1260,"Smart Beta, Quant Funds and other Non-Traditional Index Funds",additional information investor bulletin index fund question you should ask about you investment information available to investment company shareholder,availability,available to,0.75
1261,Real Estate Investment Trusts (REITs),real estate investment trust reit allow individual to invest in large scale income produce real estate,time,income,0.6
1262,Real Estate Investment Trusts (REITs),a REIT be a company that own and typically operate income produce real estate or related asset,time,income,0.6
1263,Real Estate Investment Trusts (REITs),these may include office building shopping mall apartment hotel resort self storage facility warehouse and mortgage or loan,availability,facility,0.6
1264,Real Estate Investment Trusts (REITs),reit provide a way for individual investor to earn a share of the income produce through commercial real estate ownership without actually have to go out and buy commercial real estate,time,income,0.6
1265,Real Estate Investment Trusts (REITs),this be one of the most important distinction among the various kind of reit,portfolio diversification,important distinction,0.6086956521739131
1266,Real Estate Investment Trusts (REITs),before invest in a REIT you should understand whether or not it be publicly trade and how this could affect the benefit and risk to you,factor affect return,could affect the,0.6111111111111112
1267,Real Estate Investment Trusts (REITs),before invest in a REIT you should understand whether or not it be publicly trade and how this could affect the benefit and risk to you,risk,risk,1.0
1268,Real Estate Investment Trusts (REITs),before invest in a REIT you should understand whether or not it be publicly trade and how this could affect the benefit and risk to you,risk,and risk,0.6666666666666666
1269,Real Estate Investment Trusts (REITs),before invest in a REIT you should understand whether or not it be publicly trade and how this could affect the benefit and risk to you,risk,risk to,0.7272727272727273
1270,Real Estate Investment Trusts (REITs),what be the benefit and risk of reit,risk,risk,1.0
1271,Real Estate Investment Trusts (REITs),what be the benefit and risk of reit,risk,and risk,0.6666666666666666
1272,Real Estate Investment Trusts (REITs),what be the benefit and risk of reit,risk,risk of,0.7272727272727273
1273,Real Estate Investment Trusts (REITs),but there be some risk especially with non-exchange trade reit,risk,risk,1.0
1274,Real Estate Investment Trusts (REITs),but there be some risk especially with non-exchange trade reit,risk,some risk,0.6153846153846154
1275,Real Estate Investment Trusts (REITs),because they do not trade on a stock exchange non -trade reit involve special risk,risk,risk,1.0
1276,Real Estate Investment Trusts (REITs),if you need to sell a asset to raise money quickly you may not be able to do so with share of a non-traded reit,risk,raise,0.6666666666666666
1277,Real Estate Investment Trusts (REITs),non-traded reit typically do not provide a estimate of they value per share until 18 month after they offering close,time,estimate,0.6666666666666666
1278,Real Estate Investment Trusts (REITs),as a result for a significant time period you may be unable to assess the value of you non -trade reit investment and its volatility,availability,volatility,0.7272727272727273
1279,Real Estate Investment Trusts (REITs),as a result for a significant time period you may be unable to assess the value of you non -trade reit investment and its volatility,availability,its volatility,0.6153846153846154
1280,Real Estate Investment Trusts (REITs),as a result for a significant time period you may be unable to assess the value of you non -trade reit investment and its volatility,availability,and its volatility,0.6
1281,Real Estate Investment Trusts (REITs),as a result for a significant time period you may be unable to assess the value of you non -trade reit investment and its volatility,time,time,1.0
1282,Real Estate Investment Trusts (REITs),this practice which be typically not use by publicly trade reit reduce the value of the share and the cash available to the company to purchase additional asset,availability,available,0.7619047619047619
1283,Real Estate Investment Trusts (REITs),this practice which be typically not use by publicly trade reit reduce the value of the share and the cash available to the company to purchase additional asset,availability,cash available,0.6153846153846154
1284,Real Estate Investment Trusts (REITs),this practice which be typically not use by publicly trade reit reduce the value of the share and the cash available to the company to purchase additional asset,availability,available to,0.75
1285,Real Estate Investment Trusts (REITs),this practice which be typically not use by publicly trade reit reduce the value of the share and the cash available to the company to purchase additional asset,availability,cash available to,0.6206896551724138
1286,Real Estate Investment Trusts (REITs),this practice which be typically not use by publicly trade reit reduce the value of the share and the cash available to the company to purchase additional asset,availability,available to the,0.6428571428571429
1287,Real Estate Investment Trusts (REITs),non-traded reit be typically sell by a broker or financial adviser,form financing,financial,0.6086956521739131
1288,Real Estate Investment Trusts (REITs),non-traded reit be typically sell by a broker or financial adviser,form financing,or financial,0.7692307692307693
1289,Real Estate Investment Trusts (REITs),non-traded reit be typically sell by a broker or financial adviser,form financing,broker or financial,0.6060606060606061
1290,Real Estate Investment Trusts (REITs),most reit pay out at least 100 percent of they taxable income to they shareholder,time,income,0.6
1291,Real Estate Investment Trusts (REITs),dividend pay by reit generally be treat as ordinary income and be not entitle to the reduce tax rate on other type of corporate dividend,time,income,0.6
1292,Real Estate Investment Trusts (REITs),additional information SEC investor bulletin real estate investment trust reit finra investor alert Public non-traded reit perform a careful review before investing,form financing,before investing,0.6
1293,Structured Notes with Principal Protection,while these product often have reassuring name that include some variant of principal protection capital guarantee absolute return minimum return or similar term they be not risk free,expect return,return,0.631578947368421
1294,Structured Notes with Principal Protection,while these product often have reassuring name that include some variant of principal protection capital guarantee absolute return minimum return or similar term they be not risk free,expect return,return,0.631578947368421
1295,Structured Notes with Principal Protection,while these product often have reassuring name that include some variant of principal protection capital guarantee absolute return minimum return or similar term they be not risk free,risk,risk,1.0
1296,Structured Notes with Principal Protection,while these product often have reassuring name that include some variant of principal protection capital guarantee absolute return minimum return or similar term they be not risk free,risk,not risk,0.6666666666666666
1297,Structured Notes with Principal Protection,while these product often have reassuring name that include some variant of principal protection capital guarantee absolute return minimum return or similar term they be not risk free,risk,risk free,0.6153846153846154
1298,Structured Notes with Principal Protection,how do structured Notes with principal Protection calculate the return on my investment,expect return,return,0.631578947368421
1299,Structured Notes with Principal Protection,how do structured Notes with principal Protection calculate the return on my investment,expect return,the return,0.6956521739130435
1300,Structured Notes with Principal Protection,how do structured Notes with principal Protection calculate the return on my investment,expect return,the return on,0.6153846153846154
1301,Structured Notes with Principal Protection,how do structured Notes with principal Protection calculate the return on my investment,factor affect return,the return,0.6
1302,Structured Notes with Principal Protection,how do structured Notes with principal Protection calculate the return on my investment,factor affect return,calculate the return,0.6
1303,Structured Notes with Principal Protection,what question should I ask before investing,form financing,before investing,0.6
1304,Hedge Funds,hedge fund pool money from investor and invest in security or other type of investment with the goal of get positive return,expect return,return,0.631578947368421
1305,Hedge Funds,hedge fund pool money from investor and invest in security or other type of investment with the goal of get positive return,expect return,get positive return,0.625
1306,Hedge Funds,hedge fund be not regulate as heavily as mutual fund and generally have more leeway than mutual fund to pursue investment and strategy that may increase the risk of investment loss,risk,risk,1.0
1307,Hedge Funds,hedge fund be not regulate as heavily as mutual fund and generally have more leeway than mutual fund to pursue investment and strategy that may increase the risk of investment loss,risk,the risk,0.6666666666666666
1308,Hedge Funds,hedge fund be not regulate as heavily as mutual fund and generally have more leeway than mutual fund to pursue investment and strategy that may increase the risk of investment loss,risk,risk of,0.7272727272727273
1309,Hedge Funds,hedge fund be limit to wealthier investor who can afford the higher fee and risk of hedge fund investing and institutional investor include pension fund,risk,risk,1.0
1310,Hedge Funds,hedge fund be limit to wealthier investor who can afford the higher fee and risk of hedge fund investing and institutional investor include pension fund,risk,and risk,0.6666666666666666
1311,Hedge Funds,hedge fund be limit to wealthier investor who can afford the higher fee and risk of hedge fund investing and institutional investor include pension fund,risk,risk of,0.7272727272727273
1312,Hedge Funds,you generally must be a accredite investor which mean have a minimum level of income or asset to invest in hedge fund,time,income,0.6
1313,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,risk,1.0
1314,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,risk,1.0
1315,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,risk,1.0
1316,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,of risk,0.7272727272727273
1317,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,the risk,0.6666666666666666
1318,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,risk be,0.7272727272727273
1319,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,risk,and risk,0.6666666666666666
1320,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,time,time,1.0
1321,Hedge Funds,make sure you understand the level of risk involve in the fund 's investment strategy and that the risk be suitable to you personal investing goal time horizon and risk tolerance,time,goal time,0.6153846153846154
1322,Hedge Funds,as with any investment the higher the potential return the higher the risk you must assume,expect return,return,0.631578947368421
1323,Hedge Funds,as with any investment the higher the potential return the higher the risk you must assume,expect return,potential return,0.6206896551724138
1324,Hedge Funds,as with any investment the higher the potential return the higher the risk you must assume,expect return,the potential return,0.6666666666666666
1325,Hedge Funds,as with any investment the higher the potential return the higher the risk you must assume,expect return,the potential return the,0.5945945945945946
1326,Hedge Funds,as with any investment the higher the potential return the higher the risk you must assume,risk,risk,1.0
1327,Hedge Funds,as with any investment the higher the potential return the higher the risk you must assume,risk,the risk,0.6666666666666666
1328,Hedge Funds,as with any investment the higher the potential return the higher the risk you must assume,risk,risk you,0.6666666666666666
1329,Hedge Funds,fee impact you return on investment,expect return,return,0.631578947368421
1330,Hedge Funds,fee impact you return on investment,expect return,you return,0.6086956521739131
1331,Hedge Funds,fee impact you return on investment,expect return,impact you return,0.6666666666666666
1332,Hedge Funds,fee impact you return on investment,expect return,fee impact you return,0.6470588235294118
1333,Hedge Funds,fee impact you return on investment,expect return,impact you return on,0.6060606060606061
1334,Hedge Funds,fee impact you return on investment,factor affect return,impact you return,0.5945945945945946
1335,Hedge Funds,a performance fee could motivate a hedge fund manager to take greater risk in the hope of generate a larger return,expect return,return,0.631578947368421
1336,Hedge Funds,a performance fee could motivate a hedge fund manager to take greater risk in the hope of generate a larger return,expect return,larger return,0.6153846153846154
1337,Hedge Funds,a performance fee could motivate a hedge fund manager to take greater risk in the hope of generate a larger return,factor affect return,larger return,0.6060606060606061
1338,Hedge Funds,a performance fee could motivate a hedge fund manager to take greater risk in the hope of generate a larger return,risk,risk,1.0
1339,Hedge Funds,a performance fee could motivate a hedge fund manager to take greater risk in the hope of generate a larger return,risk,risk in,0.7272727272727273
1340,Hedge Funds,hedge fund typically limit opportunity to redeem or cash in you share to four time a year or less and often impose a lock up period of one year or more during which you can not cash in you share,time,time,1.0
1341,Hedge Funds,hedge fund typically limit opportunity to redeem or cash in you share to four time a year or less and often impose a lock up period of one year or more during which you can not cash in you share,time,impose,0.6
1342,Hedge Funds,hedge fund typically limit opportunity to redeem or cash in you share to four time a year or less and often impose a lock up period of one year or more during which you can not cash in you share,time,four time,0.6153846153846154
1343,Hedge Funds,hedge fund typically limit opportunity to redeem or cash in you share to four time a year or less and often impose a lock up period of one year or more during which you can not cash in you share,time,time a,0.8
1344,Hedge Funds,if you do not find the investment adviser firm in the SEC 's iapd database call you state security regulator or search FINRA 's broker check database,regulatory environment,regulator or,0.6470588235294118
1345,Hedge Funds,in addition you may wish to read FINRA 's investor alert which describe some of the risk of invest in fund of hedge fund,risk,risk,1.0
1346,Hedge Funds,in addition you may wish to read FINRA 's investor alert which describe some of the risk of invest in fund of hedge fund,risk,the risk,0.6666666666666666
1347,Hedge Funds,in addition you may wish to read FINRA 's investor alert which describe some of the risk of invest in fund of hedge fund,risk,risk of,0.7272727272727273
1348,Stocks,what be the benefit and risk of stock,risk,risk,1.0
1349,Stocks,what be the benefit and risk of stock,risk,and risk,0.6666666666666666
1350,Stocks,what be the benefit and risk of stock,risk,risk of,0.7272727272727273
1351,Stocks,here be some of they Capital appreciation which occur when a stock rise in price dividend payment which come when the company distribute some of its earning to stockholder ability to vote share and influence the company why do company issue stock,availability,ability,0.7368421052631579
1352,Stocks,here be some of they Capital appreciation which occur when a stock rise in price dividend payment which come when the company distribute some of its earning to stockholder ability to vote share and influence the company why do company issue stock,availability,ability to,0.6363636363636364
1353,Stocks,here be some of they Capital appreciation which occur when a stock rise in price dividend payment which come when the company distribute some of its earning to stockholder ability to vote share and influence the company why do company issue stock,risk,rise,0.75
1354,Stocks,pay off debt launch new product expand into new market or region enlarge facility or building new one,availability,facility,0.6
1355,Stocks,prefer stockholder usually do not have voting rights but they receive dividend payment before common stockholder do and have priority over common stockholder if the company go bankrupt and its asset be liquidate,risk,rights,0.6
1356,Stocks,income stock pay dividend consistently,time,income,0.6
1357,Stocks,investor buy they for the income they generate,time,income,0.6
1358,Stocks,a establish utility company be likely to be a income stock,time,income,0.6
1359,Stocks,value stock may be growth or income stock and they low pe ratio may reflect the fact that they have fall out of favor with investor for some reason,time,income,0.6
1360,Stocks,share in very small company be sometimes call microcap stock,time,sometimes,0.6153846153846154
1361,Stocks,these company may have little or no earning,form financing,or no earning,0.6666666666666666
1362,Stocks,what be the benefit and risk of stock,risk,risk,1.0
1363,Stocks,what be the benefit and risk of stock,risk,and risk,0.6666666666666666
1364,Stocks,what be the benefit and risk of stock,risk,risk of,0.7272727272727273
1365,Stocks,investor willing to stick with stock over long period of time say 15 year generally have be reward with strong positive return,expect return,return,0.631578947368421
1366,Stocks,investor willing to stick with stock over long period of time say 15 year generally have be reward with strong positive return,time,time,1.0
1367,Stocks,investor willing to stick with stock over long period of time say 15 year generally have be reward with strong positive return,time,of time,0.7272727272727273
1368,Stocks,investor willing to stick with stock over long period of time say 15 year generally have be reward with strong positive return,time,time say,0.6666666666666666
1369,Stocks,the risk of stock holding can be offset in part by invest in a number of different stock,risk,risk,1.0
1370,Stocks,the risk of stock holding can be offset in part by invest in a number of different stock,risk,the risk,0.6666666666666666
1371,Stocks,the risk of stock holding can be offset in part by invest in a number of different stock,risk,risk of,0.7272727272727273
1372,Stocks,invest in other kind of asset that be not stock such as bond be another way to offset some of the risk of own stock,risk,risk,1.0
1373,Stocks,invest in other kind of asset that be not stock such as bond be another way to offset some of the risk of own stock,risk,the risk,0.6666666666666666
1374,Stocks,invest in other kind of asset that be not stock such as bond be another way to offset some of the risk of own stock,risk,risk of,0.7272727272727273
1375,Stocks,direct stock plan usually will not allow you to buy or sell share at a specific market price or at a specific time,time,time,1.0
1376,Stocks,instead the company will buy or sell share for the plan at set time such as daily weekly or monthly and at a average market price,time,time,1.0
1377,Stocks,instead the company will buy or sell share for the plan at set time such as daily weekly or monthly and at a average market price,time,set time,0.6666666666666666
1378,Stocks,instead the company will buy or sell share for the plan at set time such as daily weekly or monthly and at a average market price,time,time such,0.6153846153846154
1379,Stocks,annual report include financial statement that have be audit by a independent audit firm,form financing,financial,0.6086956521739131
1380,Stocks,additional information account open a brokerage account brokerage order buying and selling stock market center holding you security Microcap stock stock split reverse stock split stock hold in Street name trade execution rule you brokerage firm must follow voting rights Exercise you voting rights in corporate election investor bulletin american depositary receipts investor bulletin after hour trading,expect return,execution rule,0.5925925925925926
1381,Stocks,additional information account open a brokerage account brokerage order buying and selling stock market center holding you security Microcap stock stock split reverse stock split stock hold in Street name trade execution rule you brokerage firm must follow voting rights Exercise you voting rights in corporate election investor bulletin american depositary receipts investor bulletin after hour trading,risk,rights,0.6
